Full Name,Email,Age,Zip,Phone,Gender,City,State,Street,Major,Courses 1,Course 1 Name,Course 1 Details,Course 1 Section,Course 1 Section Limit,Course 1 HW_No,Course 1 HW_Details,Course 1 HW_Grade,Course 1 EXAM_No,Course 1 Exam_Details,Course 1 EXAM_Grade,Courses 2,Course 2 Name,Course 2 Details,Course 2 Section,Course 2 Section Limit,Course 2 HW_No,Course 2 HW_Details,Course 2 HW_Grade,Course 2 EXAM_No,Course 2 Exam_Details,Course 2 EXAM_Grade,Courses 3,Course 3 Name,Course 3 Details,Course 3 Section,Course 3 Section Limit,Course 3 HW_No,Course 3 HW_Details,Course 3 HW_Grade,Course 3 EXAM_No,Course 3 Exam_Details,Course 3 EXAM_Grade,Teaching Team ID
Dorothy Wunsch,dw8054@nittany.edu,21,61761,9279633923,F,Normal,Illinois,655 East Branch Dr. ,CMPEN,EE340,Design in Communications,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,94.0,,,,CMPEN331,Computer Organization And Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,73.0,1.0,Closed book exam for 100 marks,86.0,CSE543,Computer Security,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,68.0,1.0,Closed book exam for 100 marks,72.0,
Friedrich O'Kon II,fo7818@nittany.edu,18,66091,7811756413,F,Welda,Kansas,55 Hall St. ,MATH,MATH231,Vector Calculus,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,73.0,1.0,Closed book exam for 100 marks,91.0,CHEM111,Experimental Chemistry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,87.0,EE210,Continuous Time Linear Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,67.0,1.0,Closed book exam for 100 marks,100.0,
Dortha Ondricka,do2791@nittany.edu,19,62633,9416385067,M,Easton,Illinois,120 Heritage Lane ,PHYS,CMPSC360,Discrete Mathematics for CMPSC,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,79.0,1.0,Closed book exam for 100 marks,60.0,CSE583,Pattern Recognition,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,86.0,1.0,Closed book exam for 100 marks,77.0,EE212,Introduction to Signal Conditioning ,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,83.0,1.0,Closed book exam for 100 marks,81.0,
Dr. Leilani Purdy,dl2872@nittany.edu,22,32168,6607563285,M,New Smyrna Beach,Florida,9420 Tallwood Street ,ECON,IST558,Data Mining 2,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,99.0,,,,MATH230,Ordinary and Partial Differential Equations,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,70.0,ECON101,Principles of Economics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,98.0,1.0,Closed book exam for 100 marks,82.0,
Hayden Conn,hc9512@nittany.edu,19,95459,1937947807,F,Manchester,California,361 E. Sierra Street ,EE,CMPEN362,Communication Networks,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,85.0,1.0,Closed book exam for 100 marks,96.0,DS120,Python for data science,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,65.0,1.0,Closed book exam for 100 marks,91.0,CMPSC132,Programming and Computation II,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,86.0,1.0,Closed book exam for 100 marks,75.0,
Frank Williamson,fw9529@nittany.edu,21,30105,6021059609,F,Armuchee,Georgia,461 Heather Street ,IST,PHYS214,General Physics: Wave Motion and Quantum Physics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,65.0,1.0,Closed book exam for 100 marks,83.0,ECON101,Principles of Economics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,76.0,1.0,Closed book exam for 100 marks,76.0,CMPSC360,Discrete Mathematics for CMPSC,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,79.0,
Fausto Bernhard III,fb6120@nittany.edu,22,47926,5017188306,F,Burnettsville,Indiana,7450 West Manchester Street ,STAT,CMPEN351,Microprocessors,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,79.0,1.0,Closed book exam for 100 marks,75.0,CMPSC131,Programming and Computation,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,95.0,CMPSC461,Programming Language Concepts,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,60.0,1.0,Closed book exam for 100 marks,69.0,
Ethan Johnston,ej6416@nittany.edu,18,80910,5929288056,M,Colorado Springs,Colorado,91 S. Gartner Street ,IST,PHYS214,General Physics: Wave Motion and Quantum Physics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,88.0,CMPEN351,Microprocessors,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,64.0,1.0,Closed book exam for 100 marks,99.0,CMPSC311,Introduction to Systems Programming,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,79.0,
Gretchen Spinka I,gs5261@nittany.edu,20,95553,6563518418,F,Miranda,California,18 Lakeview Street ,IST,DS120,Python for data science,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,79.0,1.0,Closed book exam for 100 marks,82.0,ECON101,Principles of Economics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,78.0,1.0,Closed book exam for 100 marks,90.0,CMPEN454,Fundamentals of Computer Vision,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,61.0,,,,
Hayden Schroeder,hs3812@nittany.edu,19,94103,5028017701,M,San Francisco,California,91 S. Gartner Street ,CMPEN,IST110,"Introduction to Information, People And Technology",3 Credit Course.,2.0,60,1.0,Turn in this homework online!,88.0,1.0,Closed book exam for 100 marks,95.0,EE320,Network Security and Cryptography,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,97.0,1.0,Closed book exam for 100 marks,91.0,CHEM112,Chemical Principles,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,67.0,1.0,Closed book exam for 100 marks,75.0,
Erin Reilly II,er9643@nittany.edu,22,95324,8035385807,M,Hilmar,California,119 Harvey Street ,DS,CMPSC221,OOP with Web Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,66.0,1.0,Closed book exam for 100 marks,81.0,PHYS211,Thermal Physics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,84.0,1.0,Closed book exam for 100 marks,97.0,CMPSC448,Machine Learning and Algorithmic AI,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,99.0,
Garett Balistreri,gb9073@nittany.edu,22,30820,2876601021,M,Mitchell,Georgia,963 Court Road ,PHYS,ECON102,Introductory Microeconomic Analysis and Policy,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,90.0,1.0,Closed book exam for 100 marks,96.0,MATH230,Ordinary and Partial Differential Equations,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,77.0,1.0,Closed book exam for 100 marks,86.0,CMPSC221,OOP with Web Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,72.0,1.0,Closed book exam for 100 marks,81.0,
Earl Harvey,eh3135@nittany.edu,19,46721,7174227539,M,Butler,Indiana,182 Spring Street ,MATH,EE340,Design in Communications,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,81.0,,,,MATH141,Matrices,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,99.0,1.0,Closed book exam for 100 marks,95.0,CMPEN331,Computer Organization And Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,71.0,1.0,Closed book exam for 100 marks,76.0,15.0
Darrel Schmitt,ds7254@nittany.edu,20,52801,7287955627,F,Davenport,Iowa,361 E. Sierra Street ,CHEM,STAT318,Elementary Probability,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,86.0,1.0,Closed book exam for 100 marks,62.0,ECON102,Introductory Microeconomic Analysis and Policy,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,99.0,1.0,Closed book exam for 100 marks,61.0,EE353,Applied Electromagnetics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,97.0,1.0,Closed book exam for 100 marks,78.0,13.0
Deshawn Williamson,dw8693@nittany.edu,20,62682,2529148893,M,San Jose,Illinois,232 W. Homewood Ave. ,CHEM,EE353,Applied Electromagnetics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,64.0,1.0,Closed book exam for 100 marks,61.0,EE340,Design in Communications,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,62.0,,,,MATH140,Calculus with Analytic Geometry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,68.0,1.0,Closed book exam for 100 marks,65.0,
Edmond Beatty,eb5700@nittany.edu,22,95060,6616351983,M,Santa Cruz,California,8985 Cambridge Ave. ,CHEM,CMPSC311,Introduction to Systems Programming,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,60.0,1.0,Closed book exam for 100 marks,87.0,CMPSC360,Discrete Mathematics for CMPSC,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,76.0,MATH141,Matrices,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,81.0,1.0,Closed book exam for 100 marks,61.0,
Garrison Brekke,gb8971@nittany.edu,20,90401,9136095309,F,Santa Monica,California,9408 Anderson Court ,CSE,MATH141,Matrices,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,99.0,IST558,Data Mining 2,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,84.0,,,,CMPSC448,Machine Learning and Algorithmic AI,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,97.0,1.0,Closed book exam for 100 marks,82.0,
Eddie Botsford II,eb9702@nittany.edu,21,32568,8696940266,M,Mc David,Florida,232 W. Homewood Ave. ,MATH,EE212,Introduction to Signal Conditioning ,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,82.0,1.0,Closed book exam for 100 marks,98.0,EE311,Devices and Circuits I,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,66.0,1.0,Closed book exam for 100 marks,100.0,STAT415,Introduction to Mathematical Statistics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,69.0,
Fabian Murphy,fm5811@nittany.edu,20,61231,7146967219,F,Aledo,Illinois,185 E. Trenton Street ,ECON,EE330,Energy Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,63.0,1.0,Closed book exam for 100 marks,83.0,CMPSC497,Introduction to Data Mining,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,85.0,,,,STAT415,Introduction to Mathematical Statistics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,93.0,1.0,Closed book exam for 100 marks,76.0,
Iliana Little,il8896@nittany.edu,19,47386,3721975304,F,Springport,Indiana,266 Second Street ,IST,CMPEN454,Fundamentals of Computer Vision,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,67.0,,,,EE212,Introduction to Signal Conditioning ,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,86.0,1.0,Closed book exam for 100 marks,90.0,ECON101,Principles of Economics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,81.0,1.0,Closed book exam for 100 marks,81.0,
Elsa Bernhard,eb7897@nittany.edu,22,62023,4807950043,M,Eagarville,Illinois,55 Hall St. ,CSE,STAT319,Applied Statistics in Science,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,84.0,1.0,Closed book exam for 100 marks,61.0,CSE543,Computer Security,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,81.0,1.0,Closed book exam for 100 marks,80.0,CMPSC465,Data structures and algorithms,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,93.0,1.0,Closed book exam for 100 marks,66.0,
Gabrielle Bednar I,gb9628@nittany.edu,18,32327,9515642229,M,Crawfordville,Florida,7313 Stillwater Lane ,CSE,CMPEN331,Computer Organization And Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,98.0,1.0,Closed book exam for 100 marks,71.0,CMPSC465,Data structures and algorithms,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,68.0,IST110,"Introduction to Information, People And Technology",3 Credit Course.,1.0,70,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,80.0,
Eula Lockman,el2162@nittany.edu,22,80525,8933394712,M,Fort Collins,Colorado,182 Spring Street ,CHEM,CMPSC475,Applications Programming,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,75.0,1.0,Closed book exam for 100 marks,81.0,PHYS214,General Physics: Wave Motion and Quantum Physics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,74.0,1.0,Closed book exam for 100 marks,63.0,PHYS212,Solid State Physics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,81.0,1.0,Closed book exam for 100 marks,68.0,
Dr. Zachary Corwin,dz1220@nittany.edu,20,92021,9418203245,M,El Cajon,California,91 S. Gartner Street ,DS,EE210,Continuous Time Linear Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,73.0,1.0,Closed book exam for 100 marks,60.0,STAT319,Applied Statistics in Science,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,83.0,1.0,Closed book exam for 100 marks,79.0,MATH140,Calculus with Analytic Geometry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,65.0,1.0,Closed book exam for 100 marks,73.0,
Earline Mitchell,em9606@nittany.edu,22,50538,4004642397,M,Farnhamville,Iowa,780 East Redwood Drive ,STAT,CMPSC448,Machine Learning and Algorithmic AI,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,63.0,CSE583,Pattern Recognition,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,83.0,1.0,Closed book exam for 100 marks,68.0,MATH140,Calculus with Analytic Geometry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,94.0,1.0,Closed book exam for 100 marks,92.0,
Dr. Devante Ritchie,dd7048@nittany.edu,21,61479,8337051465,F,Speer,Illinois,182 Spring Street ,EE,CMPSC465,Data structures and algorithms,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,95.0,EE211,Circuit Theory,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,78.0,1.0,Closed book exam for 100 marks,85.0,CMPSC475,Applications Programming,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,73.0,1.0,Closed book exam for 100 marks,65.0,
Harvey Becker,hb4427@nittany.edu,18,67843,7619496573,F,Fort Dodge,Kansas,120 Heritage Lane ,CMPSC,CMPSC465,Data structures and algorithms,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,94.0,CSE583,Pattern Recognition,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,98.0,1.0,Closed book exam for 100 marks,87.0,CMPEN351,Microprocessors,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,88.0,1.0,Closed book exam for 100 marks,98.0,
Desiree Ullrich,du5385@nittany.edu,19,62243,9498551789,F,Freeburg,Illinois,495 Jockey Hollow Ave. ,DS,EE330,Energy Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,100.0,1.0,Closed book exam for 100 marks,91.0,CMPSC448,Machine Learning and Algorithmic AI,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,70.0,1.0,Closed book exam for 100 marks,78.0,CMPSC461,Programming Language Concepts,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,74.0,
Delilah Osinski,do7088@nittany.edu,19,51058,5281811092,M,Sutherland,Iowa,7130 Longfellow Dr. ,PHYS,CMPSC431W,DBMS,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,76.0,1.0,Closed book exam for 100 marks,98.0,CMPEN362,Communication Networks,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,89.0,CMPSC475,Applications Programming,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,82.0,1.0,Closed book exam for 100 marks,67.0,
Hilbert Hagenes,hh4615@nittany.edu,22,61465,4188689035,M,New Windsor,Illinois,251 West Sheffield Drive ,CHEM,MATH231,Vector Calculus,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,96.0,1.0,Closed book exam for 100 marks,96.0,CSE583,Pattern Recognition,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,72.0,1.0,Closed book exam for 100 marks,93.0,PHYS213,General Physics: Electricity and Magnetism,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,77.0,1.0,Closed book exam for 100 marks,77.0,
Gerardo Lindgren,gl1181@nittany.edu,19,72342,1792740203,F,Helena,Arkansas,182 Spring Street ,CSE,PHYS212,Solid State Physics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,71.0,1.0,Closed book exam for 100 marks,83.0,MATH141,Matrices,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,75.0,1.0,Closed book exam for 100 marks,91.0,CMPEN454,Fundamentals of Computer Vision,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,73.0,,,,
Dr. Sydnie Jacobi,ds7549@nittany.edu,21,60462,4139326836,M,Orland Park,Illinois,78 South Brewery Ave. ,DS,PHYS214,General Physics: Wave Motion and Quantum Physics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,99.0,1.0,Closed book exam for 100 marks,95.0,CHEM112,Chemical Principles,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,63.0,CMPSC132,Programming and Computation II,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,96.0,1.0,Closed book exam for 100 marks,72.0,
Erik Jakubowski,ej6093@nittany.edu,21,62817,8647080018,F,Broughton,Illinois,9420 Tallwood Street ,CHEM,CMPSC131,Programming and Computation,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,99.0,1.0,Closed book exam for 100 marks,91.0,MATH141,Matrices,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,63.0,1.0,Closed book exam for 100 marks,99.0,IST558,Data Mining 2,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,74.0,,,,
Dr. Tomasa Kerluke,dt1755@nittany.edu,21,80011,7329101207,M,Aurora,Colorado,4 Old Academy Drive ,CMPEN,CMPSC221,OOP with Web Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,84.0,1.0,Closed book exam for 100 marks,71.0,CSE543,Computer Security,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,88.0,1.0,Closed book exam for 100 marks,62.0,CMPSC461,Programming Language Concepts,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,73.0,1.0,Closed book exam for 100 marks,100.0,
Garrison Haag,gh1031@nittany.edu,18,60002,7573287335,F,Antioch,Illinois,358 Marvon Ave. ,IST,MATH140,Calculus with Analytic Geometry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,94.0,CMPSC311,Introduction to Systems Programming,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,86.0,1.0,Closed book exam for 100 marks,64.0,CMPSC461,Programming Language Concepts,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,88.0,1.0,Closed book exam for 100 marks,68.0,
Daphnee Greenfelder,dg9379@nittany.edu,21,60563,1233588100,M,Naperville,Illinois,185 E. Trenton Street ,CMPEN,EE340,Design in Communications,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,80.0,,,,EE210,Continuous Time Linear Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,93.0,CMPSC360,Discrete Mathematics for CMPSC,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,74.0,1.0,Closed book exam for 100 marks,78.0,
Hiram Quitzon III,hq7130@nittany.edu,21,32801,4903500860,F,Orlando,Florida,708 York Dr. ,PHYS,PHYS214,General Physics: Wave Motion and Quantum Physics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,82.0,1.0,Closed book exam for 100 marks,97.0,CMPEN431,Introduction to Computer Architecture,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,88.0,1.0,Closed book exam for 100 marks,94.0,ECON201,Intermediate Microeconomic Analysis,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,82.0,
Dr. Lizeth Brakus,dl8726@nittany.edu,18,72007,3508624415,F,Austin,Arkansas,8131 Elizabeth Ave. ,CMPEN,EE320,Network Security and Cryptography,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,70.0,1.0,Closed book exam for 100 marks,98.0,IST128,Introduction to Python,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,96.0,1.0,Closed book exam for 100 marks,60.0,CSE543,Computer Security,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,95.0,
Faye Keeling DDS,fk3783@nittany.edu,18,33182,2078064156,F,Miami,Florida,63 Lake Forest Road ,CHEM,EE352,Design of Digital Circuits and Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,60.0,1.0,Closed book exam for 100 marks,65.0,CMPEN270,Embedded Systems Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,96.0,EE320,Network Security and Cryptography,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,74.0,1.0,Closed book exam for 100 marks,71.0,
Hattie Schmeler,hs3254@nittany.edu,19,86503,2021711669,M,Chinle,Arizona,9408 Anderson Court ,MATH,MATH230,Ordinary and Partial Differential Equations,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,63.0,1.0,Closed book exam for 100 marks,78.0,CMPSC461,Programming Language Concepts,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,90.0,1.0,Closed book exam for 100 marks,88.0,STAT318,Elementary Probability,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,84.0,
Esther Gaylord,eg9777@nittany.edu,18,60471,6784967899,F,Richton Park,Illinois,780 East Redwood Drive ,MATH,ECON201,Intermediate Microeconomic Analysis,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,60.0,1.0,Closed book exam for 100 marks,82.0,CSE543,Computer Security,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,62.0,1.0,Closed book exam for 100 marks,97.0,STAT319,Applied Statistics in Science,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,68.0,1.0,Closed book exam for 100 marks,66.0,
Elisa Hahn,eh8403@nittany.edu,18,62867,3579290143,M,New Haven,Illinois,708 York Dr. ,EE,CMPEN270,Embedded Systems Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,68.0,1.0,Closed book exam for 100 marks,75.0,IST558,Data Mining 2,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,81.0,,,,CMPSC221,OOP with Web Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,75.0,1.0,Closed book exam for 100 marks,68.0,
Domenic Grant,dg1041@nittany.edu,21,30143,1876898305,F,Jasper,Georgia,655 East Branch Dr. ,EE,EE311,Devices and Circuits I,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,72.0,1.0,Closed book exam for 100 marks,91.0,EE210,Continuous Time Linear Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,82.0,1.0,Closed book exam for 100 marks,67.0,CHEM112,Chemical Principles,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,81.0,1.0,Closed book exam for 100 marks,75.0,
Eliezer Wilkinson,ew3399@nittany.edu,19,94597,7855436910,F,Walnut Creek,California,639 Princeton Rd. ,PHYS,EE320,Network Security and Cryptography,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,74.0,1.0,Closed book exam for 100 marks,92.0,EE210,Continuous Time Linear Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,84.0,1.0,Closed book exam for 100 marks,71.0,MATH230,Ordinary and Partial Differential Equations,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,77.0,1.0,Closed book exam for 100 marks,82.0,
Domenica Ratke,dr5383@nittany.edu,22,46032,1067392707,F,Carmel,Indiana,185 E. Trenton Street ,STAT,MATH140,Calculus with Analytic Geometry,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,100.0,1.0,Closed book exam for 100 marks,62.0,EE211,Circuit Theory,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,84.0,1.0,Closed book exam for 100 marks,63.0,CMPEN441,Operating Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,70.0,1.0,Closed book exam for 100 marks,75.0,
Ilene Bashirian DVM,ib8603@nittany.edu,19,6785,2373401867,M,South Kent,Connecticut,63 Lake Forest Road ,CSE,CMPSC461,Programming Language Concepts,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,66.0,1.0,Closed book exam for 100 marks,84.0,DS120,Python for data science,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,94.0,CMPEN411,VLSI Digital Circuits,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,77.0,1.0,Closed book exam for 100 marks,92.0,
Estefania Feest,ef2211@nittany.edu,19,72476,8326378039,F,Walnut Ridge,Arkansas,8131 Elizabeth Ave. ,EE,STAT414,Introduction to Probability Theory,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,74.0,,,,EE320,Network Security and Cryptography,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,76.0,1.0,Closed book exam for 100 marks,72.0,CMPEN351,Microprocessors,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,70.0,
Hillary Satterfield,hs6780@nittany.edu,20,51440,9102721671,F,Dedham,Iowa,266 Second Street ,CHEM,CMPEN431,Introduction to Computer Architecture,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,67.0,1.0,Closed book exam for 100 marks,97.0,CMPSC448,Machine Learning and Algorithmic AI,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,99.0,1.0,Closed book exam for 100 marks,70.0,CSE583,Pattern Recognition,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,100.0,1.0,Closed book exam for 100 marks,85.0,
Dr. Henri Swift,dh7046@nittany.edu,20,32140,3212036007,M,Florahome,Florida,655 East Branch Dr. ,CMPSC,STAT318,Elementary Probability,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,85.0,1.0,Closed book exam for 100 marks,73.0,CMPSC465,Data structures and algorithms,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,75.0,1.0,Closed book exam for 100 marks,94.0,CMPSC431W,DBMS,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,62.0,1.0,Closed book exam for 100 marks,84.0,12.0
Gwendolyn Luettgen,gl5818@nittany.edu,18,67749,2524956447,F,Oberlin,Kansas,7764 Union Avenue ,CHEM,DS220,Data Modelling,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,74.0,1.0,Closed book exam for 100 marks,71.0,MATH140,Calculus with Analytic Geometry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,75.0,1.0,Closed book exam for 100 marks,66.0,EE210,Continuous Time Linear Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,65.0,1.0,Closed book exam for 100 marks,85.0,
